element,item,year,unit,value,source
Gross Production Value (current thousand US$),Millet,2004,1000 USD,52091.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2005,1000 USD,109603.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2006,1000 USD,106831.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2007,1000 USD,83819.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2008,1000 USD,243824.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2009,1000 USD,262499.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2010,1000 USD,249599.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2011,1000 USD,157921.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2017,1000 USD,281099.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2018,1000 USD,300195.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2019,1000 USD,260869.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2020,1000 USD,419430.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2021,1000 USD,433232.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2022,1000 USD,542299.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2023,1000 USD,878835.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1961,1000 USD,107944.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1962,1000 USD,112594.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1963,1000 USD,126801.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1964,1000 USD,141041.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1965,1000 USD,146595.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1966,1000 USD,111431.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1967,1000 USD,172330.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1968,1000 USD,118471.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1969,1000 USD,167066.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1970,1000 USD,105490.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1971,1000 USD,153343.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1972,1000 USD,84954.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1973,1000 USD,134422.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1974,1000 USD,209204.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1975,1000 USD,163418.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1976,1000 USD,146950.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1977,1000 USD,110560.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1978,1000 USD,211400.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1979,1000 USD,136908.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1980,1000 USD,145626.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1981,1000 USD,255088.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1982,1000 USD,153989.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1983,1000 USD,92671.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1984,1000 USD,123023.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1985,1000 USD,247984.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1986,1000 USD,162113.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1987,1000 USD,222831.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1988,1000 USD,156488.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1989,1000 USD,206293.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1990,1000 USD,162998.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1991,1000 USD,216536.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1992,1000 USD,181695.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1993,1000 USD,243017.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1994,1000 USD,216612.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1995,1000 USD,256422.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1996,1000 USD,194176.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1997,1000 USD,137709.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1998,1000 USD,142532.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,1999,1000 USD,217955.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2000,1000 USD,193809.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2001,1000 USD,179742.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2002,1000 USD,133944.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2003,1000 USD,202916.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2004,1000 USD,104538.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2005,1000 USD,196499.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2006,1000 USD,159622.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2007,1000 USD,102946.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2008,1000 USD,218979.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2009,1000 USD,261585.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2010,1000 USD,262610.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2011,1000 USD,155235.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2012,1000 USD,213955.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2013,1000 USD,166409.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2014,1000 USD,132062.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2015,1000 USD,242131.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2016,1000 USD,225589.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2017,1000 USD,282690.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2018,1000 USD,289823.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2019,1000 USD,260591.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2020,1000 USD,369669.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2021,1000 USD,335766.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2022,1000 USD,354228.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand US$),Millet,2023,1000 USD,436878.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1961,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1962,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1963,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1964,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1965,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1966,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1967,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1968,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1969,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1970,1000 Int$,324.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1971,1000 Int$,360.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1972,1000 Int$,360.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1973,1000 Int$,360.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1974,1000 Int$,270.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1975,1000 Int$,346.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1976,1000 Int$,432.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1977,1000 Int$,519.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1978,1000 Int$,547.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1979,1000 Int$,576.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1980,1000 Int$,612.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1981,1000 Int$,648.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1982,1000 Int$,684.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1983,1000 Int$,684.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1984,1000 Int$,432.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1985,1000 Int$,133.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1986,1000 Int$,331.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1987,1000 Int$,234.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1988,1000 Int$,306.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1989,1000 Int$,400.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1990,1000 Int$,382.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1991,1000 Int$,411.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1992,1000 Int$,436.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1993,1000 Int$,583.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1994,1000 Int$,648.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1995,1000 Int$,612.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1996,1000 Int$,594.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1997,1000 Int$,691.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1998,1000 Int$,1080.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,1999,1000 Int$,1657.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2000,1000 Int$,1801.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2001,1000 Int$,1757.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2002,1000 Int$,1790.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2003,1000 Int$,2053.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2004,1000 Int$,2881.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2005,1000 Int$,4487.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2006,1000 Int$,6842.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2007,1000 Int$,9003.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2008,1000 Int$,10083.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2009,1000 Int$,10443.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2010,1000 Int$,10698.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2011,1000 Int$,13278.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2012,1000 Int$,11334.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2013,1000 Int$,12028.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2014,1000 Int$,12112.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2015,1000 Int$,14144.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2016,1000 Int$,12761.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2017,1000 Int$,12790.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2018,1000 Int$,12751.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2019,1000 Int$,12787.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2020,1000 Int$,13319.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2021,1000 Int$,13399.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2022,1000 Int$,13155.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Natural honey,2023,1000 Int$,13334.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1991,1000 SLC,64866.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1992,1000 SLC,68849.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1993,1000 SLC,91368.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1994,1000 SLC,134280.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1995,1000 SLC,137020.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1996,1000 SLC,136620.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1997,1000 SLC,161856.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1998,1000 SLC,255300.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,1999,1000 SLC,394680.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,2000,1000 SLC,432000.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,2001,1000 SLC,434226.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,2002,1000 SLC,452903.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,2003,1000 SLC,518888.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Natural honey,2004,1000 SLC,732000.0,en_value_agri_prod.csv
